ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,cowpeas,groundnuts,maize,maize_meal,oil,rice,sugar,wheat_flour,o_cowpeas,h_cowpeas,l_cowpeas,c_cowpeas,inflation_cowpeas,trust_cowpeas,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_maize_meal,h_maize_meal,l_maize_meal,c_maize_meal,inflation_maize_meal,trust_maize_meal,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sugar,h_sugar,l_sugar,c_sugar,inflation_sugar,trust_sugar,o_wheat_flour,h_wheat_flour,l_wheat_flour,c_wheat_flour,inflation_wheat_flour,trust_wheat_flour,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2020-03-01,2020,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,40.0,180.0,,50.0,,,63.75,,48.08,50.94,40.0,40.0,-13.59,6.2,130.12,141.84,120.3,141.84,91.22,7.3,34.1,36.89,31.31,31.58,31.11,8.8,49.86,50.86,48.87,50.0,1.44,8.6,107.85,112.79,102.91,108.83,6.82,8.7,49.85,52.35,48.39,52.35,7.46,9.0,71.53,73.19,69.87,72.54,11.66,9.4,49.11,50.29,47.93,48.75,-0.37,8.7,1.36,1.38,1.33,1.37,19.1,8.9,2020-03
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2020-04-01,2020,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,170.0,,50.0,101.67,50.0,,45.0,40.27,43.07,37.47,37.78,-12.64,6.7,144.78,156.79,133.88,156.79,108.89,8.0,31.61,33.99,29.22,29.32,40.21,9.3,50.1,50.9,49.29,50.0,1.66,8.7,109.89,114.53,101.67,101.67,4.17,9.2,52.35,54.19,50.0,50.0,1.32,9.2,73.1,74.77,71.42,72.47,12.89,9.5,49.08,50.13,47.76,47.76,-3.58,8.8,1.39,1.42,1.37,1.37,21.54,9.0,2020-04
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2020-05-01,2020,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,120.0,25.71,50.0,,50.0,80.0,45.0,37.67,40.19,35.14,36.19,-22.43,7.2,166.36,177.95,154.76,164.77,130.02,8.8,29.36,31.43,25.71,25.71,28.54,9.7,50.33,51.0,49.66,50.0,2.0,9.0,102.33,111.21,97.77,111.21,18.9,9.6,50.63,52.36,48.91,50.0,1.22,9.2,73.05,76.47,71.41,76.47,19.78,9.6,48.31,49.33,47.27,47.27,-3.06,9.0,1.38,1.41,1.36,1.41,26.82,9.1,2020-05
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2020-06-01,2020,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,35.0,160.0,29.52,,123.33,46.67,71.67,43.33,37.07,39.33,34.8,35.0,-27.81,8.1,167.82,178.54,157.09,163.35,138.75,9.5,25.51,29.52,23.53,29.52,55.0,9.8,50.24,50.84,49.64,50.0,1.47,9.3,112.27,123.33,106.91,123.33,40.32,9.7,50.61,51.95,46.67,46.67,-5.76,9.4,77.02,78.8,72.07,72.07,13.86,9.7,47.72,48.68,43.33,43.33,-11.72,9.2,1.43,1.45,1.4,1.41,29.48,9.3,2020-06
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2020-07-01,2020,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,35.0,180.0,25.71,,112.5,45.0,,,35.0,37.09,32.9,35.0,-32.31,8.6,168.67,178.01,159.33,161.94,122.03,9.8,30.67,33.26,27.17,27.17,46.61,9.9,50.28,50.83,49.73,50.0,4.41,9.4,124.85,131.34,112.5,112.5,23.82,9.7,47.68,49.81,45.0,45.0,-3.83,9.4,72.72,74.48,70.19,70.19,1.75,9.7,44.35,50.7,42.7,50.7,2.34,9.2,1.43,1.45,1.39,1.39,23.54,9.3,2020-07
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2020-08-01,2020,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,25.71,50.0,106.67,,,,35.96,37.9,34.02,35.0,-26.77,8.7,160.82,169.17,152.46,153.23,104.8,9.9,27.0,29.32,24.67,25.71,48.28,10.0,50.26,50.77,49.74,50.0,0.9,9.5,113.35,119.67,106.67,106.67,4.17,9.8,45.97,47.81,44.12,46.75,0.91,9.5,70.79,72.51,68.03,68.03,-1.63,9.7,49.86,52.6,47.12,49.86,0.68,9.2,1.39,1.41,1.34,1.34,17.14,9.4,2020-08
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2020-09-01,2020,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,153.33,,,103.33,48.33,,,35.19,37.0,33.37,35.0,-28.95,8.8,154.5,161.83,147.18,153.33,97.65,9.9,25.84,27.76,23.93,26.06,31.1,10.0,50.27,50.76,49.77,50.0,1.98,9.5,107.25,113.03,101.46,103.33,7.3,9.8,47.25,48.63,45.87,48.33,5.61,9.6,68.62,70.3,66.29,66.29,-3.25,9.8,50.22,54.55,47.89,54.55,10.3,9.3,1.34,1.37,1.32,1.35,17.8,9.4,2020-09
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2020-10-01,2020,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,35.0,,,50.0,135.0,45.0,65.0,,35.88,42.97,34.19,42.97,-19.4,9.2,150.48,156.89,139.62,139.62,75.7,10.0,26.44,28.13,24.74,25.96,23.4,10.0,50.27,50.75,49.78,50.0,2.27,9.5,103.81,118.81,98.55,118.81,22.89,9.9,48.63,49.95,45.0,45.0,1.13,9.6,66.85,68.49,65.0,65.0,-3.56,9.8,53.94,56.74,51.14,53.09,9.13,9.3,1.35,1.37,1.32,1.36,17.51,9.4,2020-10
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2020-11-01,2020,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,40.0,122.5,,50.0,130.0,50.0,65.0,45.0,44.05,58.87,41.06,58.87,20.46,9.6,139.29,145.43,122.5,122.5,34.6,10.0,26.22,27.75,24.69,27.65,23.24,10.0,50.27,50.75,49.78,50.0,-4.46,9.6,120.02,130.0,112.6,130.0,39.04,10.0,45.86,47.86,43.86,47.24,3.33,9.7,65.54,67.14,63.95,65.0,-5.92,9.8,53.64,56.01,45.0,45.0,-13.22,9.4,1.36,1.39,1.34,1.37,15.05,9.5,2020-11
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2021-02-01,2021,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,35.0,,31.43,45.0,140.0,50.0,,,89.28,98.76,75.18,75.18,55.1,9.8,123.38,129.6,117.15,124.37,-0.43,10.0,34.12,36.49,31.43,31.43,-6.95,10.0,47.54,48.67,45.0,45.0,-8.98,9.7,135.63,142.8,128.46,140.0,31.14,10.0,49.11,50.29,47.93,50.0,0.68,9.7,66.56,69.22,65.02,69.22,-2.48,9.9,45.49,49.37,42.56,49.37,2.0,9.5,1.49,1.52,1.46,1.47,9.8,9.6,2021-02
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2021-03-01,2021,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,125.0,29.29,50.0,,52.5,67.5,51.25,74.22,82.47,65.98,82.4,106.0,9.7,124.85,130.23,119.47,125.0,-11.87,10.0,31.42,33.62,29.23,29.29,-7.26,10.0,45.51,51.69,44.14,51.69,3.38,9.7,141.5,148.49,134.52,139.39,28.08,10.0,50.3,52.5,49.04,52.5,0.29,9.7,69.73,71.35,67.5,67.5,-6.94,9.9,48.84,52.06,45.61,51.25,5.13,9.5,1.48,1.51,1.46,1.5,9.74,9.6,2021-03
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2021-04-01,2021,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,45.0,120.0,25.71,60.0,140.0,50.0,70.0,,83.44,92.1,45.0,45.0,19.13,9.9,123.75,128.43,119.07,120.0,-23.46,10.0,29.34,31.29,25.71,25.71,-12.32,10.0,50.74,54.34,48.02,54.34,8.69,9.8,140.68,147.1,134.26,140.0,37.7,10.0,52.59,54.28,50.0,50.0,0.0,9.8,68.07,70.0,66.49,70.0,-3.4,9.9,51.14,57.95,48.1,57.95,21.33,9.5,1.52,1.54,1.41,1.41,3.15,9.6,2021-04
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2022-05-01,2022,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,55.0,100.0,25.71,52.5,165.0,,73.33,,57.05,62.53,51.57,55.0,-22.69,6.4,99.2,102.65,95.75,100.0,-15.85,7.6,31.25,33.02,25.71,25.71,7.23,8.9,50.21,52.5,49.67,52.5,-3.32,8.8,151.33,165.0,146.39,165.0,35.91,8.8,53.97,55.25,52.68,53.29,-3.54,9.1,74.8,76.29,73.3,73.33,5.55,9.4,56.88,58.24,55.45,55.45,13.58,8.8,1.44,1.46,1.41,1.46,3.03,9.0,2022-05
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2022-06-01,2022,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,60.0,100.0,,60.0,,60.0,80.0,,53.92,60.0,48.91,60.0,-25.78,7.4,98.9,101.9,95.9,100.0,-8.4,8.3,25.29,27.44,23.13,24.92,10.67,9.4,52.3,60.0,51.1,60.0,19.76,9.0,166.89,173.51,160.27,164.16,38.58,9.2,53.91,60.0,52.61,60.0,14.68,9.2,73.94,80.0,72.47,80.0,16.7,9.5,56.08,60.37,54.81,60.37,22.64,9.0,1.46,1.53,1.43,1.53,10.57,9.1,2022-06
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2022-07-01,2022,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,100.0,24.95,53.33,163.33,56.67,80.0,60.0,62.92,68.26,55.38,55.38,-34.0,7.8,100.22,102.84,97.6,100.0,-6.69,9.1,25.19,26.97,23.4,24.95,0.68,9.7,59.29,62.7,53.33,53.33,6.68,9.2,165.77,171.9,159.63,163.33,38.59,9.6,59.6,63.26,55.93,56.67,8.4,9.3,80.53,82.35,78.71,80.0,18.37,9.6,59.83,61.92,57.74,60.0,21.89,9.1,1.56,1.59,1.49,1.49,7.39,9.2,2022-07
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2022-09-01,2022,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,50.0,,22.86,60.0,,50.0,75.0,,54.05,58.37,49.73,50.0,-19.28,8.4,109.98,118.02,106.01,118.02,14.38,9.5,23.89,25.35,22.44,22.86,-24.32,9.8,55.93,60.0,53.18,60.0,21.04,9.4,165.69,171.0,159.15,159.15,32.9,9.8,55.67,57.64,53.69,56.28,9.35,9.4,77.58,79.34,75.0,75.0,8.72,9.7,56.57,60.06,54.37,60.06,17.76,9.2,1.5,1.53,1.47,1.51,12.17,9.3,2022-09
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2022-10-01,2022,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,50.0,130.0,22.86,60.0,,60.0,75.0,,49.48,53.4,45.56,50.0,-15.72,8.9,120.84,130.0,115.81,130.0,17.08,9.8,22.99,24.32,21.67,22.86,-25.84,9.9,60.35,63.27,57.44,60.0,23.71,9.5,160.18,175.8,155.07,175.8,43.38,9.9,56.83,58.36,55.3,57.11,9.83,9.4,75.63,77.35,73.92,75.0,10.78,9.7,59.74,62.23,57.25,58.11,14.84,9.3,1.52,1.58,1.49,1.58,15.9,9.4,2022-10
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2022-11-01,2022,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,130.0,,50.0,170.0,55.0,75.0,,51.45,64.86,47.83,64.86,-14.11,9.1,134.59,140.71,128.48,130.0,7.22,10.0,23.13,24.37,21.89,22.96,-33.68,10.0,60.31,62.52,55.66,55.66,12.35,9.5,177.56,184.76,170.0,170.0,32.9,10.0,57.6,59.0,56.21,58.43,9.7,9.5,75.61,77.29,73.92,75.0,8.85,9.8,58.76,60.92,56.59,57.31,12.26,9.4,1.61,1.64,1.57,1.59,8.96,9.4,2022-11
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2022-12-01,2022,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,22.86,50.0,170.0,55.0,75.0,,66.33,72.65,60.01,68.8,-3.68,9.3,132.71,138.41,105.82,105.82,-8.77,10.0,23.23,24.42,22.04,22.86,-32.41,10.0,56.69,59.17,50.0,50.0,0.24,9.6,171.32,178.08,164.57,170.0,22.81,10.0,58.83,60.28,55.0,55.0,3.62,9.5,75.61,77.27,73.94,75.0,9.02,9.8,57.91,59.84,52.82,52.82,-4.92,9.5,1.61,1.64,1.51,1.51,2.27,9.5,2022-12
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2023-01-01,2023,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,,,170.0,,75.0,55.0,71.36,78.38,65.14,78.38,10.18,9.4,103.93,118.7,95.84,118.7,9.56,10.0,23.1,28.6,21.95,28.6,-14.5,10.0,50.91,54.08,47.73,51.73,2.97,9.6,171.25,177.5,165.0,170.0,15.43,10.0,55.99,58.19,53.78,56.28,6.71,9.6,75.61,77.24,73.97,75.0,8.97,9.8,54.02,56.32,51.71,55.0,-1.13,9.6,1.5,1.59,1.47,1.59,7.84,9.5,2023-01
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2023-04-01,2023,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,40.0,,22.86,45.0,135.0,60.0,,,65.85,71.38,40.0,40.0,-28.33,9.6,110.69,118.74,97.85,97.85,-1.91,10.0,28.09,30.14,26.05,26.12,-16.31,10.0,50.49,51.98,45.0,45.0,-9.91,9.7,148.42,154.44,135.0,135.0,-10.01,10.0,59.05,60.48,57.63,60.0,12.42,9.7,77.87,79.48,75.85,75.85,2.19,9.8,64.14,67.62,60.66,64.1,13.21,9.6,1.51,1.55,1.37,1.37,-4.73,9.6,2023-04
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2023-05-01,2023,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,40.0,100.0,,45.0,135.0,60.0,,65.0,40.31,44.77,35.86,40.0,-27.27,9.6,96.36,103.62,89.1,100.0,0.0,10.0,26.16,27.96,24.35,26.16,1.76,10.0,46.17,48.59,43.74,48.46,-7.7,9.7,135.1,141.26,128.95,135.0,-18.18,10.0,60.37,61.87,58.88,60.0,12.59,9.7,76.48,78.06,74.9,76.51,4.34,9.9,64.5,67.49,61.5,65.0,17.21,9.6,1.35,1.39,1.31,1.38,-5.02,9.5,2023-05
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2023-06-01,2023,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,100.0,22.86,,160.0,60.0,80.0,65.0,39.21,43.32,35.1,38.98,-35.03,9.5,97.04,103.76,90.33,100.0,0.0,10.0,26.51,28.11,22.86,22.86,-8.27,10.0,47.62,50.02,45.36,50.02,-16.63,9.7,135.32,160.0,129.66,160.0,-2.54,10.0,60.54,61.97,59.1,60.0,0.0,9.7,77.12,80.0,75.55,80.0,0.0,9.9,65.29,67.93,62.65,65.0,7.67,9.6,1.37,1.45,1.34,1.45,-5.35,9.6,2023-06
MOZ,Mozambique,Gaza,Chibuto,Chibuto,-24.69,33.53,gid_-246900000335300000,2023-07-01,2023,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,37.5,125.71,24.29,,145.0,60.0,80.0,,40.89,44.59,37.2,37.5,-32.29,9.6,100.99,125.71,95.06,125.71,25.71,10.0,22.63,24.36,20.9,24.29,-2.65,10.0,50.48,52.56,48.39,51.81,-2.85,9.7,161.46,171.16,145.0,145.0,-11.22,10.0,60.63,62.07,59.19,60.0,5.88,9.7,80.59,82.25,78.93,80.0,0.0,9.9,65.46,67.75,59.99,59.99,-0.02,9.6,1.47,1.51,1.43,1.47,-1.58,9.5,2023-07
MOZ,Mozambique,Gaza,Mapai,Chicualacuala Mapai,-22.73,32.06,gid_-227300000320600000,2020-04-01,2020,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,,45.0,,,79.17,,54.62,63.44,51.48,63.44,43.59,5.3,126.48,132.57,120.39,126.84,55.96,7.0,27.57,29.48,22.44,22.44,9.74,8.3,49.97,51.25,45.0,45.0,-5.48,8.5,100.58,104.04,97.11,98.35,40.06,8.5,50.3,51.91,48.69,50.67,10.58,9.0,65.53,67.7,63.35,67.46,6.42,9.4,49.91,50.78,47.8,47.8,4.16,8.7,1.31,1.35,1.28,1.31,24.62,8.9,2020-04
MOZ,Mozambique,Gaza,Mapai,Chicualacuala Mapai,-22.73,32.06,gid_-227300000320600000,2020-05-01,2020,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,173.33,,,,,80.0,41.67,60.8,70.77,55.93,70.77,43.41,5.7,127.54,130.66,124.42,129.91,70.75,7.4,20.57,22.31,18.83,21.24,8.15,8.8,45.57,47.43,44.24,47.43,-1.25,8.6,99.72,105.07,96.63,105.07,30.83,8.7,50.39,51.85,48.12,48.12,5.68,9.0,67.9,71.19,66.0,71.19,13.87,9.4,48.52,49.55,46.29,46.29,0.25,8.9,1.33,1.36,1.31,1.36,26.28,8.9,2020-05
MOZ,Mozambique,Gaza,Mapai,Chicualacuala Mapai,-22.73,32.06,gid_-227300000320600000,2020-06-01,2020,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,72.5,,,50.0,,50.0,,43.33,72.82,78.9,66.74,72.5,42.76,6.7,130.69,135.42,125.97,132.34,81.61,8.0,20.77,22.33,19.21,21.7,12.59,9.0,46.84,50.0,45.39,50.0,4.49,8.7,105.82,109.36,102.29,102.6,24.14,9.2,49.33,50.77,47.89,50.0,8.15,9.1,73.02,75.29,70.85,75.29,22.01,9.5,47.04,48.12,43.33,43.33,-6.71,8.9,1.37,1.39,1.34,1.38,28.04,9.0,2020-06
