ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,cowpeas,groundnuts,maize,maize_meal,oil,rice,sugar,wheat_flour,o_cowpeas,h_cowpeas,l_cowpeas,c_cowpeas,inflation_cowpeas,trust_cowpeas,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_maize_meal,h_maize_meal,l_maize_meal,c_maize_meal,inflation_maize_meal,trust_maize_meal,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sugar,h_sugar,l_sugar,c_sugar,inflation_sugar,trust_sugar,o_wheat_flour,h_wheat_flour,l_wheat_flour,c_wheat_flour,inflation_wheat_flour,trust_wheat_flour,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
MOZ,Mozambique,Maputo,Marracuene,Marracuene (rural),-25.74,32.67,gid_-257400000326700000,2024-09-01,2024,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,70.0,,,,,,,,63.55,70.0,61.15,70.0,17.37,6.7,99.59,101.68,97.5,101.44,1.22,7.0,32.42,33.93,30.91,33.19,16.46,8.3,49.9,50.27,49.53,49.68,-1.61,8.5,123.72,125.11,122.33,123.79,-0.58,8.1,54.75,55.34,54.16,55.22,7.64,9.0,94.59,95.53,93.64,94.75,25.1,9.4,65.54,66.41,64.67,66.04,9.37,8.5,1.46,1.49,1.45,1.49,7.87,8.9,2024-09
MOZ,Mozambique,Maputo,Marracuene,Marracuene (rural),-25.74,32.67,gid_-257400000326700000,2025-01-01,2025,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,75.0,,,,,,,,72.78,75.0,70.74,75.0,5.18,7.4,110.16,112.05,108.26,108.42,6.52,7.1,36.22,37.69,34.74,36.66,9.28,8.3,51.31,51.81,50.81,50.83,4.68,8.6,125.25,126.45,124.06,124.91,-4.21,8.2,56.9,57.45,55.81,55.81,8.62,9.0,97.27,98.25,96.3,96.81,19.93,9.4,67.13,69.03,66.28,69.03,5.74,8.6,1.55,1.57,1.54,1.55,5.92,8.9,2025-01
MOZ,Mozambique,Gaza,Massangena,Massangena (rural),-21.54,32.84,gid_-215400000328400000,2021-11-01,2021,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,83.33,,,,,,,,63.04,83.33,54.7,83.33,34.14,5.9,127.19,141.9,123.34,141.9,18.28,6.8,29.06,33.13,27.41,33.13,48.26,8.2,49.91,50.89,49.0,50.89,7.3,8.5,125.45,132.86,122.67,132.86,33.9,8.1,51.52,52.45,50.58,52.44,20.39,9.0,67.29,69.25,66.43,69.25,4.15,9.3,46.94,48.21,45.67,47.05,2.3,8.5,1.41,1.53,1.37,1.53,20.45,8.8,2021-11
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2009-06-01,2009,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.49,,55.0,20.49,20.0,,33.17,34.01,32.34,33.12,7.58,5.6,36.95,37.79,36.29,37.79,10.78,7.3,8.09,8.81,6.49,6.49,-12.7,8.4,26.08,26.22,25.93,26.22,7.49,8.8,54.78,55.95,53.61,55.0,-3.79,8.3,20.48,20.89,20.08,20.49,9.79,9.1,20.6,20.86,20.0,20.0,-3.04,9.5,26.28,26.51,25.98,25.98,6.63,8.7,0.57,0.58,0.56,0.57,3.47,8.9,2009-06
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2009-07-01,2009,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,5.19,,,20.49,20.0,,33.11,33.91,32.31,32.72,7.53,5.9,37.92,38.63,37.2,37.81,9.78,7.7,5.9,6.6,5.19,5.19,-36.49,8.6,26.35,26.48,26.16,26.16,6.57,9.0,55.09,56.63,54.05,56.63,-0.85,8.5,20.52,20.83,20.21,20.49,8.29,9.1,19.88,20.22,19.53,20.0,-2.74,9.6,26.16,26.42,25.91,26.21,7.66,8.9,0.56,0.57,0.56,0.57,3.06,9.0,2009-07
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2009-09-01,2009,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.23,,57.5,20.49,20.0,,33.07,33.82,32.31,32.83,8.0,6.4,37.98,38.64,37.32,38.56,10.67,8.3,6.25,6.98,5.51,6.23,-34.62,8.9,26.52,26.64,26.37,26.37,5.86,9.2,58.18,59.38,56.99,57.5,-1.79,8.7,20.73,21.04,20.43,20.49,0.02,9.3,20.14,20.38,19.89,20.0,-7.54,9.6,26.52,26.76,26.28,26.54,7.6,9.1,0.58,0.58,0.57,0.57,1.56,9.1,2009-09
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2009-10-01,2009,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.23,,60.0,20.49,20.0,,32.8,34.05,32.07,34.05,8.96,6.8,38.63,39.31,37.94,39.14,10.29,8.8,6.35,6.94,5.75,6.23,-40.74,9.1,26.5,26.66,26.4,26.66,7.01,9.4,57.85,60.0,56.71,60.0,3.05,9.0,20.6,20.92,20.27,20.49,1.82,9.4,20.08,20.3,19.85,20.0,-6.43,9.7,26.7,26.91,26.44,26.44,6.5,9.2,0.58,0.58,0.57,0.58,2.78,9.2,2009-10
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2009-11-01,2009,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,,,60.0,20.49,,,34.25,35.1,33.41,34.15,10.09,7.0,39.18,39.88,38.49,39.51,11.51,9.0,6.23,6.86,5.74,6.86,-38.0,9.2,26.79,26.89,26.57,26.57,5.46,9.4,60.64,62.31,58.97,60.0,2.26,9.1,20.56,20.86,20.25,20.49,1.82,9.4,20.04,21.41,19.84,21.41,-0.1,9.7,26.64,26.89,26.39,26.63,6.96,9.2,0.59,0.6,0.58,0.59,3.42,9.2,2009-11
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2009-12-01,2009,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.75,,,22.8,23.5,,34.14,34.96,33.33,34.59,8.8,7.3,39.53,40.21,38.84,39.66,10.02,9.3,7.12,7.66,6.57,6.75,-45.61,9.3,26.7,26.92,26.58,26.92,6.62,9.5,60.53,61.77,59.29,60.78,2.95,9.2,20.57,22.8,20.28,22.8,6.9,9.4,21.93,23.5,21.25,23.5,12.83,9.8,26.82,27.03,26.62,27.03,6.63,9.3,0.6,0.61,0.59,0.61,4.3,9.3,2009-12
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-01-01,2010,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,8.05,,62.5,,22.0,,34.66,36.02,33.85,36.02,7.99,7.5,39.66,40.59,38.99,40.59,10.07,9.5,6.71,8.05,6.23,8.05,-31.49,9.4,27.04,27.16,26.91,27.08,7.0,9.6,61.33,62.5,60.19,62.5,8.06,9.3,23.25,24.59,21.91,22.73,9.64,9.5,24.07,24.93,22.0,22.0,5.99,9.8,27.17,27.5,26.92,27.5,7.32,9.4,0.62,0.62,0.61,0.62,6.13,9.3,2010-01
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-02-01,2010,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.09,,,24.08,,,36.24,37.17,35.31,35.87,8.16,7.7,40.71,41.46,39.95,40.07,9.01,9.7,8.62,9.49,7.76,9.09,-25.67,9.5,27.28,27.39,27.17,27.3,6.59,9.7,63.2,64.53,61.66,61.66,6.32,9.4,23.49,24.16,22.82,24.08,15.19,9.5,21.87,22.94,20.8,22.4,6.87,9.8,27.58,27.84,27.33,27.7,7.54,9.4,0.63,0.63,0.62,0.62,6.34,9.3,2010-02
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-03-01,2010,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.82,,62.5,,22.0,,35.82,36.71,34.93,35.85,7.5,8.0,39.95,40.73,39.2,40.73,9.45,9.8,9.53,10.33,8.72,9.82,-13.88,9.6,27.48,27.56,27.2,27.2,6.73,9.7,62.13,63.56,60.7,62.5,12.64,9.5,24.71,25.27,24.15,24.36,14.07,9.6,22.87,23.76,21.98,22.0,4.83,9.8,27.8,28.05,27.55,27.77,8.4,9.5,0.63,0.63,0.62,0.63,8.37,9.3,2010-03
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-04-01,2010,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.35,,60.0,25.61,,,35.85,36.71,34.99,36.58,7.62,8.2,40.85,41.63,40.07,40.98,9.02,9.9,10.11,10.84,9.35,9.35,-9.18,9.7,27.3,27.52,27.19,27.52,6.03,9.8,63.02,64.23,60.0,60.0,11.04,9.6,24.65,25.09,23.85,23.85,17.69,9.6,21.81,23.31,21.02,23.31,13.4,9.9,27.92,28.16,27.68,27.9,7.57,9.5,0.63,0.64,0.63,0.63,9.13,9.4,2010-04
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-05-01,2010,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.35,,,,23.5,,36.7,37.58,35.82,35.9,7.83,8.4,40.96,41.71,40.22,40.5,9.34,9.9,9.19,9.86,8.51,9.35,8.54,9.8,27.63,27.76,27.5,27.55,6.43,9.9,60.14,62.1,58.18,61.25,11.84,9.7,23.98,24.56,23.39,23.71,15.44,9.6,24.06,25.02,23.09,23.5,14.64,9.9,28.08,28.31,27.72,27.72,6.07,9.6,0.63,0.63,0.62,0.63,10.01,9.4,2010-05
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-06-01,2010,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.09,,60.0,,25.0,,35.78,36.65,34.92,35.48,7.12,8.3,40.43,41.15,39.7,40.95,8.37,9.9,9.35,9.94,8.76,9.09,40.06,9.7,27.72,27.83,27.61,27.71,5.68,9.9,61.56,62.97,60.0,60.0,9.09,9.6,23.59,24.01,23.18,23.48,14.6,9.6,23.41,25.0,22.6,25.0,25.0,9.8,27.94,28.22,27.66,27.93,7.52,9.6,0.63,0.64,0.62,0.63,10.91,9.4,2010-06
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-07-01,2010,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.35,,62.5,,25.0,,35.43,36.26,34.61,34.89,6.62,8.3,41.04,41.76,40.31,41.0,8.44,9.9,9.0,9.53,8.46,9.35,80.15,9.7,27.83,27.92,27.73,27.82,6.33,9.9,60.14,62.5,58.72,62.5,10.36,9.6,23.42,23.78,23.07,23.21,13.29,9.7,25.96,26.97,24.94,25.0,25.0,9.8,28.15,28.37,27.92,28.09,7.19,9.6,0.63,0.63,0.62,0.63,11.83,9.4,2010-07
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-08-01,2010,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.35,,64.0,,25.4,,34.81,35.61,34.0,35.04,6.15,8.5,40.98,41.68,40.27,40.91,7.78,10.0,9.45,9.99,8.91,9.35,57.57,9.8,27.95,28.03,27.74,27.74,5.05,10.0,62.98,64.79,61.17,64.0,10.83,9.7,23.29,23.64,22.93,23.42,13.85,9.8,24.88,25.79,23.98,25.4,26.18,9.8,28.28,28.54,28.02,28.18,6.91,9.7,0.64,0.64,0.63,0.64,11.37,9.4,2010-08
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-09-01,2010,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,9.35,,65.0,,26.5,,35.08,35.87,34.29,35.22,7.25,8.4,40.9,41.67,40.22,41.67,8.05,10.0,9.35,9.86,8.84,9.35,50.08,9.8,27.83,27.92,27.74,27.77,5.31,10.0,64.61,66.01,63.21,65.0,13.04,9.7,23.55,23.96,23.21,23.96,16.96,9.8,26.11,26.88,25.35,26.5,32.5,9.8,28.37,28.59,28.14,28.51,7.42,9.7,0.64,0.65,0.63,0.65,12.89,9.4,2010-09
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-10-01,2010,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,,,65.0,22.54,,,35.24,36.01,34.47,35.76,5.01,8.3,41.77,42.51,41.03,41.86,6.95,9.9,9.35,10.49,8.86,10.49,68.43,9.7,27.81,27.89,27.73,27.89,4.58,9.9,65.65,66.89,64.4,65.0,8.33,9.6,24.23,24.65,22.54,22.54,10.0,9.8,26.73,27.38,25.71,25.71,28.54,9.8,28.68,28.93,28.42,28.56,8.01,9.6,0.66,0.66,0.65,0.65,10.64,9.4,2010-10
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-11-01,2010,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,,,,,25.0,,35.84,36.62,35.06,36.21,6.03,8.2,41.84,42.56,41.13,42.19,6.78,9.9,10.97,11.97,10.18,11.97,74.55,9.7,27.97,28.18,27.9,28.18,6.06,9.9,65.54,67.52,64.28,67.52,12.53,9.6,22.66,23.66,21.66,23.49,14.64,9.7,25.91,26.59,25.0,25.0,16.79,9.7,28.73,28.95,28.5,28.89,8.46,9.7,0.65,0.66,0.64,0.66,11.81,9.4,2010-11
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2010-12-01,2010,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,13.12,,71.25,,25.5,,36.27,37.05,35.5,36.43,5.34,8.2,42.22,42.93,41.51,42.33,6.73,9.9,12.6,13.52,11.68,13.12,94.37,9.7,28.33,28.42,28.09,28.09,4.33,9.9,68.32,71.25,66.63,71.25,17.23,9.6,23.41,25.03,22.69,25.03,9.77,9.8,24.95,25.61,24.29,25.5,8.51,9.7,29.05,29.3,28.79,29.19,7.99,9.7,0.67,0.68,0.66,0.68,11.94,9.4,2010-12
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2011-01-01,2011,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,13.92,,,,26.6,,36.46,37.22,35.7,37.17,3.19,8.1,42.33,43.03,41.63,43.02,5.98,9.9,13.59,14.48,12.69,13.92,72.92,9.7,28.21,28.32,28.04,28.04,3.56,9.9,72.42,74.62,70.22,72.58,16.13,9.6,25.4,26.51,24.28,26.04,14.55,9.7,25.82,26.6,25.23,26.6,20.91,9.7,29.33,29.82,29.09,29.82,8.43,9.7,0.69,0.7,0.68,0.7,12.46,9.4,2011-01
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2011-02-01,2011,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,14.16,,75.0,27.41,27.75,,37.28,38.08,36.48,37.22,3.76,8.3,43.1,43.84,42.36,42.84,6.93,9.9,14.24,15.09,13.38,14.16,55.78,9.7,28.05,28.32,27.94,28.32,3.72,9.9,73.7,75.18,72.23,75.0,21.64,9.6,27.07,27.76,26.38,27.41,13.83,9.8,26.92,27.75,26.31,27.75,23.91,9.7,29.9,30.23,29.56,29.98,8.24,9.8,0.71,0.72,0.7,0.71,13.91,9.4,2011-02
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2011-03-01,2011,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,12.73,,,,28.0,,37.22,38.0,36.44,37.57,4.81,8.2,42.78,43.76,42.06,43.76,7.42,9.9,14.25,15.05,12.73,12.73,29.63,9.7,28.4,28.53,28.23,28.23,3.81,9.9,76.24,77.83,74.66,76.21,21.93,9.6,28.34,28.84,27.38,27.38,12.39,9.7,28.31,28.95,27.66,28.0,27.27,9.7,30.08,30.32,29.85,29.95,7.86,9.8,0.72,0.72,0.71,0.71,13.43,9.4,2011-03
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2011-04-01,2011,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,12.73,,77.5,27.41,29.25,,37.63,38.41,36.85,37.97,3.79,8.3,43.89,44.7,43.08,44.15,7.74,9.9,12.26,13.17,11.34,12.73,36.15,9.7,28.35,28.86,28.23,28.86,4.85,9.9,77.38,78.8,75.95,77.5,29.17,9.6,27.79,28.49,27.09,27.41,14.92,9.7,28.25,29.25,27.7,29.25,25.48,9.7,30.13,30.43,29.82,29.99,7.47,9.9,0.72,0.73,0.71,0.72,15.37,9.4,2011-04
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2011-05-01,2011,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,51.83,9.97,30.0,79.0,,33.2,,38.03,44.76,37.25,44.76,24.67,8.5,44.14,51.83,43.36,51.83,27.99,10.0,12.73,13.55,9.97,9.97,6.63,9.8,29.02,30.0,28.82,30.0,8.9,9.9,78.62,80.05,77.19,79.0,28.98,9.7,27.41,27.91,26.9,27.31,15.16,9.8,29.97,30.81,29.31,30.81,31.12,9.7,30.21,30.45,29.97,30.14,8.72,9.9,0.73,0.76,0.72,0.76,21.78,9.4,2011-05
MOZ,Mozambique,Inhambane,Massinga,Massinga,-23.1,35.34,gid_-231000000353400000,2011-06-01,2011,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,42.96,,7.79,30.0,,27.66,,,46.01,48.69,42.96,42.96,21.07,8.7,52.96,56.38,49.55,51.35,25.38,10.0,9.17,10.29,7.79,7.79,-14.3,9.8,30.51,30.89,30.0,30.0,8.28,9.9,80.11,81.58,76.73,76.73,27.88,9.8,27.23,27.66,26.82,27.66,17.8,9.7,31.41,32.1,30.72,32.1,28.39,9.7,30.35,30.63,26.59,26.59,-4.81,9.8,0.78,0.8,0.74,0.74,18.24,9.4,2011-06
