ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,potatoes,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_potatoes,h_potatoes,l_potatoes,c_potatoes,inflation_potatoes,trust_potatoes,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2019-10-01,2019,10,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1513.0,,52.41,52.82,51.96,51.96,4.31,9.8,1220.14,1513.0,1003.11,1513.0,-40.67,9.3,5425.85,5502.73,5348.97,5400.0,-7.69,9.9,0.98,1.03,0.94,0.99,-14.23,9.8,2019-10
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2019-11-01,2019,11,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1955.0,5400.0,52.02,52.43,50.81,50.81,0.05,9.8,1622.02,1955.0,1360.34,1955.0,13.62,9.3,5425.08,5494.08,5356.08,5400.0,-8.65,10.0,1.01,1.05,0.96,1.05,-0.64,9.8,2019-11
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2020-01-01,2020,1,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,,5400.0,49.97,50.49,49.45,49.82,-0.66,9.8,1573.84,1874.24,1273.44,1789.03,46.97,9.3,5423.93,5480.68,5367.18,5400.0,-7.26,9.8,1.0,1.05,0.96,1.02,4.6,9.8,2020-01
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2020-02-01,2020,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1852.5,5400.0,49.81,50.19,49.43,49.54,1.21,9.8,1686.55,1971.87,1401.22,1852.5,48.5,9.3,5427.5,5479.0,5375.99,5400.0,-3.47,9.8,1.04,1.08,0.99,1.02,7.74,9.8,2020-02
KEN,Kenya,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.52,35.28,gid_5200000352800000,2020-03-01,2020,3,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,,1813.33,5400.0,49.49,52.02,49.15,52.02,5.97,9.8,2061.46,2322.42,1800.5,1816.04,11.83,9.3,5426.32,5474.05,5378.6,5400.0,0.0,9.8,1.03,1.07,0.99,1.04,4.78,9.8,2020-03
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2015-01-01,2015,1,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,65.0,,,54.65,58.82,54.09,58.82,20.06,9.6,1946.32,2117.01,1905.85,2117.01,19.58,9.0,3547.73,3754.71,3527.54,3754.71,15.69,9.3,0.93,1.0,0.92,1.0,18.61,9.6,2015-01
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2015-02-01,2015,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,65.0,,,60.95,65.0,59.09,65.0,32.56,9.7,2170.69,2263.17,2078.21,2117.07,19.5,9.0,3790.45,3853.97,3726.93,3764.84,15.83,9.3,1.02,1.06,0.99,1.04,23.71,9.6,2015-02
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2015-03-01,2015,3,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,65.0,,,67.61,69.31,65.0,65.0,32.16,9.7,2135.64,2206.42,2064.87,2117.18,19.33,9.1,3767.8,3824.86,3710.75,3783.45,15.81,9.3,1.06,1.09,1.04,1.04,23.49,9.7,2015-03
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2015-04-01,2015,4,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,65.0,,,65.87,67.57,64.18,65.0,31.75,9.7,2133.77,2186.22,2081.33,2115.88,18.92,9.1,3784.03,3834.27,3571.2,3571.2,8.72,9.4,1.05,1.07,1.03,1.03,21.06,9.7,2015-04
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2015-06-01,2015,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,50.0,,,56.02,58.32,50.0,50.0,0.07,9.7,2209.4,2253.01,2067.88,2067.88,15.23,9.2,3737.22,3819.41,3655.02,3766.42,12.26,9.4,0.99,1.01,0.93,0.93,8.18,9.7,2015-06
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2015-07-01,2015,7,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,50.0,,,48.57,50.19,46.95,50.0,-0.24,9.7,2056.37,2128.58,1984.16,2031.97,13.13,9.2,3802.25,3879.19,3725.31,3746.31,11.4,9.4,0.92,0.95,0.89,0.92,7.18,9.7,2015-07
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2015-08-01,2015,8,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,50.0,,,49.69,51.0,48.37,50.0,-0.78,9.7,2030.4,2087.63,1977.56,2087.63,15.97,9.3,3748.57,3898.05,3677.09,3898.05,14.99,9.4,0.92,0.94,0.91,0.94,8.87,9.7,2015-08
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2015-11-01,2015,11,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,50.0,,,50.0,50.59,49.41,50.0,-5.68,9.7,2103.01,2136.13,2069.88,2079.6,8.18,9.4,4027.75,4112.48,3907.99,3907.99,12.03,9.4,0.96,0.97,0.94,0.94,3.68,9.7,2015-11
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2015-12-01,2015,12,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,50.0,,,50.04,51.82,49.55,51.82,-4.01,9.7,2083.98,2114.44,2053.52,2080.39,7.65,9.5,3914.15,3997.88,3830.42,3916.07,11.05,9.4,0.94,0.96,0.93,0.96,3.88,9.7,2015-12
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2016-05-01,2016,5,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,51.0,,,61.08,62.44,51.0,51.0,-10.94,9.7,2296.82,2349.36,2195.97,2195.97,0.57,9.2,3974.71,4383.07,3842.47,4383.07,18.63,9.4,1.05,1.08,1.0,1.0,1.15,9.7,2016-05
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2016-06-01,2016,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,60.0,,,49.96,60.0,47.94,60.0,20.0,9.7,2187.1,2417.46,2126.49,2417.46,16.91,9.2,4450.64,4625.97,4275.31,4494.57,19.33,9.4,1.0,1.11,0.97,1.11,18.83,9.7,2016-06
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2016-08-01,2016,8,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,50.0,,,52.12,54.54,49.71,50.0,0.0,9.7,2144.94,2273.88,2016.0,2051.71,-1.72,9.2,4103.57,4282.96,3924.18,3935.65,0.96,9.4,0.98,1.02,0.94,0.94,-0.22,9.7,2016-08
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2016-09-01,2016,9,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,50.0,,,48.81,50.76,46.86,50.0,0.0,9.7,2032.62,2131.37,1933.86,2037.76,-1.89,9.2,3950.89,4117.92,3783.86,3805.77,-1.49,9.4,0.93,0.96,0.9,0.93,-1.06,9.7,2016-09
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2016-11-01,2016,11,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,55.0,,,53.52,55.32,51.72,55.0,10.0,9.7,2194.5,2280.77,2108.23,2232.17,7.34,9.2,4053.58,4214.51,3892.64,4094.79,4.78,9.4,1.0,1.03,0.96,1.01,7.5,9.7,2016-11
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2017-01-01,2017,1,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,55.0,,,55.19,56.36,54.02,55.0,0.45,9.7,2261.74,2318.58,2211.98,2318.58,5.29,9.2,4097.04,4418.93,3951.92,4418.93,4.08,9.4,1.02,1.05,1.0,1.05,3.08,9.7,2017-01
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2017-02-01,2017,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,55.0,,,55.34,56.19,54.49,55.0,-5.1,9.7,2346.49,2395.47,2297.51,2323.44,-0.98,9.3,4479.27,4662.16,4296.37,4391.36,5.51,9.4,1.07,1.09,1.05,1.05,-0.57,9.7,2017-02
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2017-03-01,2017,3,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,59.0,,,55.22,59.0,54.52,59.0,-3.44,9.7,2338.13,2378.45,2297.82,2360.49,1.59,9.4,4390.77,4562.92,4218.62,4264.95,0.65,9.4,1.05,1.07,1.04,1.07,-0.68,9.7,2017-03
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2017-04-01,2017,4,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,60.0,,,60.83,62.76,58.9,60.0,-0.95,9.7,2381.2,2417.07,2345.32,2394.88,4.63,9.5,4247.03,4407.88,4086.19,4380.13,10.17,9.4,1.09,1.1,1.07,1.09,4.01,9.7,2017-04
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2017-05-01,2017,5,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,50.0,,,60.84,62.03,59.66,61.14,19.88,9.7,2414.92,2447.43,2382.41,2399.38,9.26,9.5,4428.83,4588.9,4268.76,4387.39,0.1,9.4,1.11,1.12,1.09,1.1,9.93,9.7,2017-05
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2017-08-01,2017,8,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,65.0,,,64.6,65.3,63.91,65.0,30.0,9.7,2402.02,2435.21,2368.83,2427.88,18.33,9.4,4487.6,4619.54,4355.65,4532.75,15.17,9.4,1.13,1.15,1.12,1.15,21.64,9.7,2017-08
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2017-09-01,2017,9,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,65.0,,,65.93,66.55,65.0,65.0,30.0,9.7,2443.93,2476.93,2410.92,2427.16,19.11,9.4,4559.44,4684.45,4434.44,4528.32,18.99,9.4,1.16,1.17,1.15,1.15,23.16,9.7,2017-09
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2018-02-01,2018,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,65.0,,,60.85,65.0,60.21,65.0,18.18,9.7,2387.69,2417.29,2354.16,2354.16,1.32,9.2,4318.2,4410.33,4226.08,4330.21,-1.39,9.4,1.09,1.12,1.08,1.12,6.61,9.7,2018-02
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2018-04-01,2018,4,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,80.0,,,59.26,62.0,56.52,60.11,0.19,9.7,2448.13,2494.92,2401.35,2403.56,0.36,9.2,4565.34,4657.46,4473.21,4506.84,2.89,9.4,1.11,1.13,1.1,1.11,1.08,9.7,2018-04
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2018-05-01,2018,5,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,60.0,,,59.99,61.68,58.3,60.1,-1.7,9.7,2407.67,2450.7,2364.64,2404.59,0.22,9.2,4518.94,4604.23,4433.65,4516.82,2.95,9.4,1.11,1.12,1.1,1.11,0.32,9.7,2018-05
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2018-06-01,2018,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,60.0,,,60.03,61.39,58.66,60.41,-3.19,9.7,2413.17,2448.78,2377.56,2421.51,0.15,9.2,4531.6,4608.41,4454.79,4587.32,3.66,9.4,1.11,1.12,1.1,1.12,-0.07,9.7,2018-06
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2018-10-01,2018,10,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,60.0,,,60.45,61.02,59.88,60.0,-3.75,9.7,2422.26,2450.86,2393.66,2417.25,0.01,9.2,4588.75,4641.98,4535.52,4589.53,3.99,9.4,1.12,1.13,1.11,1.11,-0.24,9.7,2018-10
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2018-12-01,2018,12,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,60.0,,,60.84,61.39,60.0,60.0,-2.31,9.7,2351.51,2393.76,2309.27,2343.39,-2.0,9.2,4271.81,4375.47,4168.16,4218.26,-3.25,9.4,1.08,1.1,1.06,1.07,-2.5,9.7,2018-12
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2019-02-01,2019,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,65.0,,,63.35,65.0,62.11,65.0,0.0,9.7,2345.94,2445.4,2315.14,2445.4,3.88,9.2,4490.38,4601.57,4385.55,4601.57,6.27,9.4,1.12,1.15,1.1,1.15,3.02,9.7,2019-02
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2019-05-01,2019,5,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,65.0,,,66.24,67.06,65.0,65.0,8.15,9.7,2506.44,2547.16,2465.72,2479.82,3.13,9.2,4882.27,5000.21,4706.66,4706.66,4.2,9.4,1.2,1.22,1.17,1.17,5.38,9.7,2019-05
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2019-06-01,2019,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,67.0,,,65.08,67.0,64.2,67.0,10.91,9.7,2489.99,2526.81,2402.8,2402.8,-0.77,9.2,4701.3,4892.46,4583.12,4892.46,6.65,9.4,1.17,1.19,1.15,1.18,6.01,9.7,2019-06
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2019-07-01,2019,7,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,68.0,,,68.0,69.12,66.88,68.0,13.13,9.7,2396.98,2463.13,2345.72,2463.13,2.42,9.2,4926.28,5055.48,4772.87,4772.87,5.63,9.4,1.2,1.21,1.18,1.19,7.5,9.7,2019-07
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2019-08-01,2019,8,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,68.0,,,68.69,69.47,67.91,68.0,13.2,9.7,2482.42,2535.04,2429.8,2467.92,2.69,9.3,4784.73,4910.12,4659.34,4799.34,6.48,9.4,1.2,1.21,1.18,1.19,7.88,9.7,2019-08
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2019-09-01,2019,9,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,68.0,,,68.35,69.11,67.59,68.0,12.8,9.7,2477.41,2519.52,2435.29,2454.4,1.72,9.4,4816.52,4932.72,4700.33,4821.57,5.95,9.4,1.2,1.21,1.19,1.19,7.26,9.7,2019-09
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2019-10-01,2019,10,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,67.0,,,68.27,68.91,67.0,67.0,11.67,9.7,2460.65,2497.47,2423.84,2450.75,1.39,9.4,4859.62,4966.63,4752.62,4833.42,5.31,9.4,1.2,1.21,1.19,1.19,6.51,9.7,2019-10
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2019-12-01,2019,12,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,68.0,,,68.01,68.73,67.29,68.0,13.33,9.7,2427.42,2461.02,2393.81,2394.58,2.18,9.4,4785.98,4877.76,4694.2,4749.18,12.59,9.4,1.18,1.2,1.17,1.18,9.71,9.7,2019-12
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2020-04-01,2020,4,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,68.0,,,68.05,68.58,67.52,68.0,3.7,9.7,2465.51,2769.78,2418.89,2769.78,11.39,9.4,4857.46,5354.9,4757.44,5354.9,10.57,9.4,1.2,1.28,1.18,1.28,8.15,9.7,2020-04
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2020-05-01,2020,5,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,68.0,,,68.17,68.68,67.66,68.0,4.62,9.7,2832.27,2958.36,2706.18,2736.93,10.37,9.4,5445.79,5613.98,5277.61,5330.65,13.26,9.4,1.31,1.36,1.26,1.27,9.03,9.7,2020-05
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2020-06-01,2020,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,68.0,,,68.14,68.65,67.63,68.0,1.49,9.7,2748.81,2848.24,2649.38,2771.04,15.33,9.4,5334.76,5494.29,5175.22,5354.46,9.44,9.4,1.27,1.31,1.24,1.28,7.97,9.7,2020-06
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2020-07-01,2020,7,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,68.0,,,68.14,68.64,67.63,68.0,0.0,9.7,2795.29,2868.97,2668.6,2668.6,8.34,9.4,5351.58,5500.13,5203.02,5320.44,11.47,9.4,1.29,1.31,1.26,1.26,5.99,9.7,2020-07
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2020-08-01,2020,8,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,68.0,,,68.14,68.65,67.64,68.0,0.0,9.7,2661.81,2741.02,2575.1,2575.1,4.34,9.4,5350.3,5486.93,5213.66,5350.06,11.48,9.4,1.26,1.28,1.24,1.25,4.84,9.7,2020-08
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2020-10-01,2020,10,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,70.0,,,69.36,70.0,68.75,70.0,4.48,9.7,2609.21,2664.81,2553.62,2627.64,7.22,9.3,5389.75,5505.73,5273.76,5352.01,10.73,9.4,1.27,1.28,1.25,1.27,7.25,9.7,2020-10
KEN,Kenya,North Eastern,Garissa,Garissa,-0.46,39.65,gid_-4600000396500000,2020-11-01,2020,11,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,70.0,,,70.63,71.25,70.0,70.0,3.47,9.7,2638.69,2683.83,2593.56,2674.32,10.27,9.4,5378.11,5484.1,5272.11,5376.27,12.76,9.4,1.28,1.29,1.27,1.28,8.33,9.7,2020-11
KEN,Kenya,,,Hola (Tana River),0.0,37.0,gid_0000000370000000,2015-01-01,2015,1,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,35.0,,,37.59,37.99,35.0,35.0,-8.41,9.6,1754.84,1775.04,1734.65,1743.08,3.09,9.0,3319.87,3351.76,3290.32,3351.76,7.58,9.3,0.77,0.78,0.75,0.75,0.43,9.6,2015-01
KEN,Kenya,,,Hola (Tana River),0.0,37.0,gid_0000000370000000,2015-02-01,2015,2,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,35.0,,,35.0,36.11,33.88,35.0,-8.35,9.7,1748.28,1768.29,1728.28,1740.76,2.94,9.0,3371.55,3402.24,3340.85,3363.43,7.82,9.3,0.76,0.76,0.75,0.75,0.48,9.6,2015-02
KEN,Kenya,,,Hola (Tana River),0.0,37.0,gid_0000000370000000,2015-03-01,2015,3,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,31.0,,,35.0,35.93,31.0,31.0,-18.94,9.7,1752.38,1771.97,1721.45,1721.45,1.65,9.1,3379.15,3408.09,3345.58,3345.58,6.71,9.3,0.76,0.76,0.72,0.72,-4.06,9.7,2015-03
KEN,Kenya,,,Hola (Tana River),0.0,37.0,gid_0000000370000000,2015-06-01,2015,6,KES,"maize (1 KG, Index Weight = 1), potatoes (50 KG, Index Weight = 0.02), sorghum (90 KG, Index Weight = 0.01)",Jan 2007,Dec 2020,5.24,0,0.96,0,36.0,,,34.69,36.0,33.39,36.0,-6.54,9.7,1918.17,1980.59,1855.75,1942.21,14.33,9.1,3467.95,3626.8,3396.74,3626.8,13.24,9.4,0.78,0.81,0.77,0.81,6.53,9.7,2015-06
