ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,bananas,beans,eggs,fish,maize_flour,meat_beef,meat_goat,millet,onions,oranges,rice,salt,sorghum,tomatoes,watermelons,yam,o_bananas,h_bananas,l_bananas,c_bananas,inflation_bananas,trust_bananas,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_fish,h_fish,l_fish,c_fish,inflation_fish,trust_fish,o_maize_flour,h_maize_flour,l_maize_flour,c_maize_flour,inflation_maize_flour,trust_maize_flour,o_meat_beef,h_meat_beef,l_meat_beef,c_meat_beef,inflation_meat_beef,trust_meat_beef,o_meat_goat,h_meat_goat,l_meat_goat,c_meat_goat,inflation_meat_goat,trust_meat_goat,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_oranges,h_oranges,l_oranges,c_oranges,inflation_oranges,trust_oranges,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_salt,h_salt,l_salt,c_salt,inflation_salt,trust_salt,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_watermelons,h_watermelons,l_watermelons,c_watermelons,inflation_watermelons,trust_watermelons,o_yam,h_yam,l_yam,c_yam,inflation_yam,trust_yam,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2021-10-01,2021,10,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,734.0,,,1652.16,,,,,360.9,206.39,211.45,200.04,200.04,7.85,8.8,1357.33,1411.03,1303.64,1341.42,26.31,8.9,1733.47,1804.48,1658.04,1658.04,15.11,9.6,244.42,256.32,223.96,223.96,12.83,8.4,698.65,725.14,672.16,682.29,17.6,8.9,1484.19,1512.79,1455.6,1467.58,20.63,9.5,1663.69,1698.38,1629.0,1641.61,22.74,9.5,727.99,757.72,698.25,734.0,25.89,9.1,115.74,118.47,113.01,113.69,10.02,9.6,109.71,112.07,106.63,106.63,13.4,9.1,1484.39,1652.16,1429.19,1652.16,-1.2,9.6,174.52,180.23,172.43,180.23,-0.36,9.6,642.36,665.46,619.26,625.67,25.06,9.0,76.47,78.67,70.7,70.7,11.84,9.1,216.82,227.63,203.84,203.84,8.5,8.7,485.25,559.74,360.9,360.9,-5.0,9.0,1.16,1.18,1.14,1.15,14.91,9.2,2021-10
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2021-11-01,2021,11,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,733.0,,,1536.0,,,,,,198.69,205.68,193.82,205.68,8.41,8.8,1353.49,1396.32,1306.42,1306.42,28.47,9.0,1660.98,1744.53,1600.34,1744.53,18.84,9.6,223.52,240.81,212.24,240.81,13.73,8.4,679.67,690.77,668.57,685.22,19.61,8.9,1473.84,1496.11,1451.56,1495.92,15.43,9.5,1645.01,1677.08,1612.94,1660.67,17.49,9.5,741.11,771.09,711.14,733.0,28.69,9.1,114.35,117.69,111.57,117.69,8.89,9.7,107.06,109.63,104.76,109.63,11.03,9.1,1753.31,1863.59,1536.0,1536.0,0.43,9.6,181.89,183.94,178.24,178.24,-1.76,9.7,629.08,650.2,607.95,612.81,25.04,9.0,70.07,72.74,68.13,72.74,11.26,9.1,203.78,220.59,193.92,220.59,10.32,8.7,369.99,480.65,311.07,480.65,11.43,9.0,1.16,1.18,1.13,1.17,13.87,9.2,2021-11
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2021-12-01,2021,12,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,684.0,,,,,,,,,208.12,213.16,203.08,208.28,12.79,8.8,1305.02,1354.41,1184.94,1184.94,26.85,8.9,1779.89,1842.24,1717.54,1778.15,28.35,9.6,247.08,259.36,234.81,253.2,23.98,8.4,691.82,717.13,655.65,655.65,20.92,8.9,1509.37,1536.28,1482.45,1511.39,20.58,9.5,1680.6,1711.86,1649.34,1657.81,21.22,9.5,739.64,769.81,684.0,684.0,32.41,9.1,119.01,122.17,115.85,121.87,13.35,9.7,110.38,113.0,108.08,113.0,17.69,9.1,1502.38,1635.58,1397.44,1635.58,15.54,9.6,177.69,179.68,175.71,176.52,-4.07,9.7,610.9,631.3,567.43,567.43,25.61,9.0,74.39,76.38,72.39,73.96,17.7,9.1,228.46,239.54,217.39,231.34,19.32,8.7,533.29,619.2,447.38,538.67,40.22,9.0,1.17,1.2,1.15,1.17,18.93,9.2,2021-12
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-01-01,2022,1,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,657.0,,,,,,,,587.0,210.69,215.53,205.85,208.89,8.69,8.8,1154.29,1235.35,1073.23,1180.36,9.73,9.0,1802.71,1853.95,1751.48,1801.21,23.1,9.6,259.39,271.59,247.19,254.77,19.85,8.4,646.93,661.46,632.41,655.23,10.39,8.9,1526.15,1555.4,1496.9,1511.42,16.86,9.5,1663.54,1695.24,1631.85,1654.48,16.86,9.5,671.99,699.93,644.06,657.0,10.87,9.1,124.58,127.7,121.46,122.36,11.21,9.8,114.3,116.67,111.93,112.86,14.76,9.1,1718.79,1795.17,1642.41,1735.54,34.28,9.6,175.61,177.62,173.61,176.5,-4.94,9.6,559.96,585.58,534.34,564.91,11.81,9.0,74.89,76.96,72.82,73.94,14.53,9.1,236.63,247.23,226.03,234.93,15.5,8.7,559.49,644.41,474.56,587.0,36.4,9.0,1.18,1.21,1.16,1.18,15.13,9.2,2022-01
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-02-01,2022,2,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,657.0,,,1844.0,,,,,587.0,211.27,215.9,206.63,211.9,6.0,8.8,1195.74,1242.5,1148.97,1170.55,-0.38,9.0,1826.78,1871.46,1782.11,1818.11,7.7,9.6,259.08,270.65,247.5,262.39,14.74,8.4,659.46,681.7,637.23,654.95,3.54,8.9,1524.22,1553.72,1494.73,1534.7,8.6,9.5,1672.14,1702.67,1641.61,1681.48,11.01,9.5,651.88,678.89,624.86,657.0,0.31,9.1,124.37,127.36,121.37,123.09,8.51,9.8,114.1,116.34,111.86,114.31,10.71,9.1,1772.63,1844.0,1717.0,1844.0,34.81,9.6,174.47,176.52,172.43,175.15,-4.42,9.7,566.29,585.45,547.12,561.73,3.34,9.0,74.93,77.03,72.82,74.84,14.34,9.1,238.82,248.66,228.98,240.74,9.48,8.7,602.99,685.34,520.65,587.0,16.07,9.0,1.18,1.21,1.16,1.19,8.79,9.2,2022-02
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-03-01,2022,3,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,705.19,,,,,,,,637.39,213.81,218.85,209.34,218.85,8.32,8.8,1174.92,1270.09,1135.11,1270.09,8.5,9.0,1842.86,1884.14,1801.58,1869.21,10.73,9.6,267.82,279.05,256.59,271.37,16.0,8.4,659.23,692.73,644.55,692.73,9.72,8.9,1551.84,1580.81,1522.86,1561.93,6.19,9.5,1693.33,1730.06,1662.51,1730.06,5.59,9.5,661.77,705.19,634.54,705.19,9.9,9.1,124.06,126.95,121.07,121.07,7.93,10.0,115.53,117.76,113.31,113.62,8.81,9.1,1924.33,2001.27,1847.4,1848.03,34.68,9.6,172.81,174.88,170.74,172.58,-4.27,9.6,568.99,604.0,551.41,604.0,10.64,9.0,75.85,78.43,73.68,78.43,17.92,9.1,245.42,254.67,236.17,248.68,12.13,8.7,595.52,668.53,522.51,637.39,36.44,9.0,1.21,1.24,1.19,1.23,9.36,9.2,2022-03
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-04-01,2022,4,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,740.0,,,1994.0,,,,,752.93,223.03,227.6,218.46,225.47,9.0,8.8,1328.38,1406.99,1249.77,1308.03,12.49,9.0,1902.65,1965.78,1860.92,1965.78,12.15,9.6,277.26,288.22,266.29,283.78,14.59,8.4,716.62,741.74,691.5,713.4,11.09,8.9,1581.75,1610.65,1552.85,1607.24,7.7,9.5,1762.73,1797.82,1727.64,1787.69,9.25,9.5,731.33,760.45,702.21,740.0,13.32,9.1,121.91,125.02,118.8,125.01,6.83,10.0,114.7,117.0,112.39,116.19,6.83,9.1,1857.55,1994.0,1784.82,1994.0,39.14,9.6,170.11,172.2,168.02,170.99,-3.78,9.6,623.3,648.69,597.91,623.61,13.19,9.0,80.56,82.84,78.28,82.24,16.83,9.1,253.93,262.78,245.08,258.91,11.45,8.7,657.71,752.93,585.79,752.93,34.07,9.0,1.24,1.28,1.22,1.28,11.4,9.2,2022-04
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-05-01,2022,5,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,740.0,,,1720.97,,,,,864.16,229.2,233.73,224.68,230.1,9.07,8.9,1327.7,1375.93,1279.47,1287.34,7.8,9.0,2012.31,2062.18,1962.43,2030.74,12.67,9.6,290.59,301.54,279.65,298.0,15.65,8.4,728.99,742.19,715.79,717.81,8.32,8.9,1633.35,1664.98,1569.8,1569.8,4.7,9.5,1814.59,1849.45,1742.87,1742.87,6.08,9.5,761.19,791.98,730.4,740.0,13.32,9.2,126.29,129.54,123.05,129.31,8.41,10.0,117.41,119.73,115.1,119.69,8.31,9.1,2093.72,2194.03,1720.97,1720.97,23.97,9.6,169.2,171.3,167.09,167.74,-4.18,9.6,640.93,661.45,620.4,623.93,9.28,9.0,84.09,86.68,81.67,86.68,16.09,9.1,264.87,273.52,256.22,268.48,12.2,8.7,782.03,866.78,697.28,864.16,30.62,9.0,1.31,1.33,1.26,1.26,8.74,9.2,2022-05
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-06-01,2022,6,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,1752.27,,,,,899.83,234.25,238.66,223.8,223.8,-0.35,8.8,1294.11,1341.4,1246.82,1274.76,9.82,9.0,2073.23,2120.41,1866.33,1866.33,-3.34,9.6,305.49,316.51,284.33,284.33,-2.02,8.4,725.51,751.41,699.61,708.57,5.77,8.9,1580.38,1620.64,1540.13,1557.45,-0.34,9.5,1760.68,1803.88,1717.47,1737.26,0.51,9.5,747.27,778.25,716.3,745.08,12.69,9.1,132.14,135.46,122.26,122.26,-1.37,9.8,121.34,123.8,113.35,113.35,-1.19,9.1,1640.52,1808.99,1472.06,1752.27,26.7,9.6,166.51,168.61,164.41,168.17,0.29,9.6,626.19,647.0,605.38,621.07,9.22,9.0,89.12,91.69,86.55,86.62,3.25,9.1,274.31,282.71,253.64,253.64,-3.07,8.7,883.63,975.83,791.44,899.83,1.1,9.0,1.27,1.3,1.24,1.25,2.8,9.2,2022-06
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-07-01,2022,7,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,740.0,,,1821.52,,,,,,223.85,228.61,218.99,218.99,1.33,8.8,1281.94,1322.78,1241.1,1247.63,0.11,9.0,1859.63,1946.9,1772.37,1822.01,1.33,9.6,286.51,297.67,275.36,278.81,3.19,8.4,709.59,723.64,695.54,696.32,0.88,8.9,1567.23,1602.26,1532.2,1545.33,3.64,9.5,1747.28,1782.74,1711.83,1731.27,3.99,9.5,753.97,785.4,722.53,740.0,4.86,9.1,123.26,128.55,115.69,115.69,0.75,9.8,114.15,117.54,110.76,111.58,1.28,9.1,1821.5,1821.75,1821.25,1821.52,25.44,9.6,168.29,170.42,162.1,162.1,-2.01,9.6,629.77,649.15,610.4,623.36,1.41,9.0,87.23,89.82,84.64,87.86,4.73,9.1,253.3,262.65,240.55,240.55,1.17,8.7,904.98,990.41,711.55,711.55,6.65,9.0,1.26,1.28,1.22,1.22,4.0,9.2,2022-07
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-08-01,2022,8,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,776.71,,,1860.0,,,,,739.63,219.16,223.74,214.59,219.62,2.59,8.8,1249.89,1345.61,1206.57,1345.61,-0.15,9.0,1833.87,1907.16,1767.32,1907.16,4.54,9.6,281.81,292.3,271.31,275.02,5.94,8.4,695.61,731.2,670.89,731.2,2.26,8.9,1552.32,1580.72,1520.97,1520.97,0.57,9.5,1745.26,1778.12,1701.72,1701.72,1.43,9.5,744.69,776.71,713.25,776.71,0.66,9.1,113.99,118.29,109.69,118.28,1.33,9.8,111.81,114.03,109.59,112.6,1.63,9.1,1844.88,1917.86,1771.9,1860.0,26.25,9.6,162.25,164.37,160.4,164.37,-3.87,9.7,626.19,661.89,606.93,661.89,2.62,9.0,89.56,92.23,86.89,87.77,9.5,9.1,241.15,250.05,232.24,241.19,3.0,8.7,700.35,780.36,620.33,739.63,21.04,9.0,1.22,1.24,1.19,1.24,3.61,9.2,2022-08
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-09-01,2022,9,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,826.0,,,1937.13,,,,,395.93,220.19,224.57,210.97,210.97,2.07,8.8,1402.39,1485.28,1322.61,1485.28,10.3,9.0,1944.07,2008.01,1794.66,1794.66,3.67,9.6,278.2,288.12,247.54,247.54,1.53,8.4,753.94,771.55,736.34,751.5,7.4,8.9,1524.54,1553.34,1495.74,1528.05,3.28,9.5,1703.59,1739.4,1667.78,1729.09,4.82,9.5,799.0,832.1,765.9,826.0,12.53,9.1,118.26,121.65,112.19,112.19,-1.91,9.8,113.06,115.26,110.07,110.07,1.13,9.1,1917.22,1981.06,1853.38,1937.13,31.92,9.6,166.31,168.69,164.43,168.69,-2.51,9.7,687.75,714.49,661.0,704.4,9.92,9.0,88.38,91.09,78.97,78.97,2.85,9.1,244.9,253.13,219.55,219.55,0.82,8.7,771.05,846.16,671.22,671.22,39.55,9.0,1.25,1.28,1.22,1.24,6.85,9.2,2022-09
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-10-01,2022,10,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,2116.52,,,,,521.9,210.85,215.37,206.32,214.8,7.38,8.8,1553.29,1633.09,1404.44,1404.44,4.7,9.0,1789.01,1916.78,1713.56,1916.78,15.61,9.6,246.46,258.99,235.55,258.99,15.64,8.4,767.25,791.66,734.32,734.32,7.63,8.9,1536.3,1576.72,1507.65,1576.72,7.44,9.5,1748.44,1782.57,1714.31,1764.25,7.47,9.5,854.81,890.17,807.51,807.51,10.02,9.1,113.26,123.72,109.49,123.72,8.83,9.7,110.35,116.06,107.99,116.06,8.84,9.1,1977.37,2116.52,1907.32,2116.52,28.11,9.6,170.24,172.42,168.3,172.42,-4.33,9.7,723.54,747.88,666.87,666.87,6.59,9.0,77.6,79.81,75.4,78.5,11.03,9.1,217.49,235.94,207.81,235.94,15.75,8.7,685.4,753.57,521.9,521.9,44.61,9.0,1.24,1.27,1.22,1.26,9.62,9.2,2022-10
NGA,Nigeria,Oyo,Ibadan North,Ibadan,7.4,3.92,gid_7400000039200000,2022-11-01,2022,11,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,2259.07,,,,,580.4,215.93,220.43,211.44,219.28,6.61,8.8,1382.52,1487.38,1277.66,1410.75,7.99,9.0,1964.1,2047.67,1880.53,1986.92,13.89,9.6,264.39,275.62,253.16,268.06,11.31,8.4,731.97,751.8,712.14,742.16,8.31,8.9,1596.22,1630.5,1561.95,1606.14,7.37,9.5,1780.65,1813.88,1747.43,1798.88,8.32,9.5,808.41,842.96,773.85,819.65,11.82,9.1,125.04,131.26,118.83,124.05,5.41,9.6,117.0,120.04,113.96,116.9,6.63,9.1,2224.38,2330.72,2118.03,2259.07,47.07,9.6,173.74,175.73,170.11,170.11,-4.56,9.7,664.46,696.88,632.04,670.76,9.46,9.0,79.65,81.88,77.42,79.81,9.73,9.1,244.25,255.37,233.12,246.33,11.67,8.7,530.16,594.53,465.79,580.4,20.75,9.0,1.28,1.31,1.26,1.29,10.55,9.2,2022-11
