ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,beans,groundnuts,maize,millet,rice,sorghum,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2020-11-01,2020,11,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,499.09,559.91,484.2,559.91,22.47,7.4,585.56,666.52,568.74,666.52,-0.69,7.3,228.34,233.75,222.93,230.49,-1.93,7.2,285.55,302.4,263.75,263.75,0.81,7.6,349.55,359.85,337.81,337.81,-4.85,8,263.55,279.62,251.52,279.62,25.09,7.5,1.09,1.15,1.07,1.15,6.1,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2020-12-01,2020,12,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,583.77,616.91,550.64,562.09,16.03,7.4,684.81,706.95,662.66,697.76,3.37,7.3,230.87,237.09,225.72,237.09,-2.27,7.2,261.45,277.14,245.75,257.12,2.31,7.6,335.13,347.72,325.18,347.72,1.77,8,284.86,297.77,269.96,269.96,8.68,7.5,1.18,1.21,1.15,1.17,5.72,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-01-01,2021,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,562.31,588.19,495.77,495.77,4.8,7.4,677.87,700.23,626.91,626.91,-6.3,7.3,238.19,243.92,232.45,241.45,2.03,7.2,256.88,268.41,232.55,232.55,-5.36,7.6,351.89,362.15,341.63,342.55,3.84,8,267.01,278.87,255.16,266.7,10.69,7.5,1.17,1.2,1.09,1.09,0.48,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-02-01,2021,2,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,478.39,511.18,448.58,511.18,9,7.4,600.59,621.73,579.46,585.76,-13.05,7.3,242.01,247.57,236.45,242.86,3.19,7.2,227.88,247.79,213.87,247.79,1.26,7.6,340.38,350.59,315.69,315.69,-4.52,8,266.87,277.04,246.8,246.8,3.47,7.5,1.06,1.09,1.03,1.06,-1.91,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-03-01,2021,3,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,519.79,546.89,483.86,483.86,3.73,7.4,596.05,615.15,567.46,567.46,-12.92,7.3,243,248.28,237.72,245.23,-0.71,7.2,252.34,267.98,236.71,252.67,11.62,7.6,313.56,322.7,304.52,322.7,3.47,8,241.78,256.61,231.13,256.61,3.12,7.5,1.07,1.09,1.04,1.05,-1.1,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-04-01,2021,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,475.26,499.67,450.85,480.52,2.94,7.4,582.55,721.76,564.05,721.76,10.83,7.3,245.62,250.86,240.38,243.77,-0.93,7.2,254.52,266.26,219.6,219.6,0.51,7.6,330.33,351.8,321.01,351.8,14.47,8,260.23,271.01,249.46,255.14,3.08,7.5,1.05,1.12,1.02,1.12,6.32,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-05-01,2021,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,481.4,499.06,463.75,483.89,3.43,7.4,737.75,763.98,711.51,718.5,10.84,7.3,243.46,248.59,238.32,245.6,0.76,7.2,213.68,231.33,196.02,223.15,1.06,7.6,358.56,368.4,348.72,351.68,17.03,8,253.83,263.25,244.4,258.43,4.3,7.5,1.16,1.19,1.12,1.13,7.16,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-06-01,2021,6,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,486.35,499.6,473.09,481.98,11.07,7.4,693.06,720.8,667.79,720.8,2.48,7.3,245.97,251.12,240.82,244.88,3.86,7.2,224.75,238.66,210.84,222.4,-5.89,7.6,348.28,358.26,338.3,350.92,12.44,8,259.59,268.21,250.98,256.89,-0.8,7.5,1.11,1.15,1.08,1.12,4.46,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-07-01,2021,7,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,482.4,492.87,471.94,481.34,4.3,7.4,713.4,740.9,688.55,740.9,2.53,7.3,244.69,249.76,237.29,237.29,1.27,7.2,222.58,232.87,212.29,225.48,-0.55,7.6,351.46,361.6,341.33,355.52,15.48,8,256.23,263.82,248.64,249.1,1.9,7.5,1.13,1.16,1.11,1.13,4.19,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-08-01,2021,8,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,482.39,531.12,473.79,531.12,8.9,7.4,756.34,781.39,700.52,700.52,1.22,7.3,236.05,241.78,223.25,223.25,-1.49,7.2,227.04,236.5,218.92,236.5,-6.77,7.6,356.2,366.63,345.77,365.88,12.64,8,247.12,254.08,240.17,249.88,-7.97,7.5,1.13,1.15,1.11,1.14,2.25,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-09-01,2021,9,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,552.03,578.63,475.66,475.66,-7.05,7.4,694.13,718.95,669.31,685.93,23.17,7.3,221.19,228.3,197.63,197.63,-14.41,7.2,240.27,248.85,231.69,240.65,-16.15,7.6,367.01,377.85,356.17,373.57,7.38,8,250.31,256.45,244.16,249.37,-3.94,7.5,1.15,1.17,1.1,1.1,1.31,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-10-01,2021,10,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,457.63,491.35,423.92,473.6,-5.65,7.4,682.94,706.26,638.98,638.98,12.89,7.3,194.06,204.32,183.79,200.14,-12.55,7.2,242.9,249.89,235.51,235.51,-17.02,7.6,372.73,383.95,361.52,380.95,8.36,8,248.94,254.38,243.51,246.1,-5.92,7.5,1.08,1.1,1.05,1.07,-0.85,7.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-11-01,2021,11,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,750,,200,400,,475.73,502.47,448.99,471.96,-15.71,7.5,635.4,750,613.18,750,12.53,7.4,201.22,209.54,190.99,190.99,-17.14,7.7,235.64,242.59,200,200,-24.17,7.7,379.98,400,368.41,400,18.41,8.2,245.14,249.98,227.57,227.57,-18.62,7.8,1.08,1.11,1.06,1.11,-4.17,7.9
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2021-12-01,2021,12,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,300,,,472.48,508.63,453.31,508.63,-9.51,7.6,778.45,809.57,747.33,750,7.49,7.4,189.3,240.65,181.82,240.65,1.5,7.7,193.62,237.75,177.05,237.75,-7.53,7.7,400.41,412.42,388.4,409.88,17.88,8.5,222.77,242.92,215.78,242.92,-10.01,7.9,1.12,1.18,1.1,1.18,0.76,8
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-01-01,2022,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,524.04,563.42,500.26,563.42,13.65,7.6,736.18,766.45,705.92,753.16,20.14,7.4,247.51,265.91,229.1,245.63,1.73,7.7,248.41,277.57,219.24,275.73,18.57,7.7,405.51,417.95,393.07,395.51,15.46,8.5,247.96,282.01,238.25,282.01,5.74,7.9,1.21,1.24,1.18,1.24,14.03,8
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-02-01,2022,2,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,295,,,585.08,613.11,553.91,553.91,8.36,7.6,740.06,769.33,710.8,750,28.04,7.5,245.24,259.02,231.47,254.57,4.82,7.8,287.33,316.52,258.14,295,19.05,7.8,388.57,400.7,376.44,382.92,21.3,8.7,292.55,308.65,276.45,301.1,22,7.9,1.25,1.28,1.23,1.25,18.02,8.1
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-03-01,2022,3,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,750,,,,,550.22,574.78,525.66,574.35,18.7,7.6,754.43,782.38,726.48,750,32.17,7.5,256.25,267.74,244.75,263.73,7.54,8.1,302.73,332.75,280.03,332.75,31.69,7.8,380.78,392.68,368.87,383.01,18.69,8.7,305.56,331.09,291.27,331.09,29.02,8,1.26,1.3,1.23,1.3,23.79,8.1
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-04-01,2022,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1000,,400,375,,583.8,606.61,561.84,606.61,26.24,7.7,757.27,784.04,730.5,748.12,3.65,7.6,265.05,274.84,255.25,259.67,6.52,8.5,346.52,400,320.89,400,82.15,8,384.08,396.17,371.98,375,6.59,9,341.13,358.43,323.83,345.83,35.54,8.2,1.32,1.35,1.29,1.35,20.36,8.3
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-05-01,2022,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,619.53,640.08,598.98,609.13,25.88,7.7,746.02,771.64,720.39,771.15,7.33,7.6,258.75,291.02,250.66,291.02,18.5,8.5,420.92,456.38,385.46,392.71,75.98,8,374.04,392.49,362.07,392.49,11.6,9,350.4,373.28,335.09,373.28,44.44,8.2,1.37,1.4,1.34,1.4,24.05,8.3
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-06-01,2022,6,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,610.55,652.02,594.31,652.02,35.28,7.7,772.29,798.07,746.52,754.24,4.64,7.6,297.24,368.24,280.17,368.24,50.37,8.5,395.52,433.95,366.6,433.95,95.12,8,398.19,410.79,385.75,410.79,17.06,9,383.31,408.23,366.12,408.23,58.91,8.2,1.41,1.49,1.38,1.49,32.91,8.3
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-07-01,2022,7,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,670.02,694.92,645.13,670.06,39.21,7.7,747.89,831.38,723.5,831.38,12.21,7.6,376.72,403.24,350.21,373.81,57.54,8.5,449.74,481.86,409.68,409.68,81.69,8,411.26,429.95,398.17,429.95,20.94,9,419.89,438.6,401.18,438.04,75.85,8.2,1.54,1.58,1.5,1.56,37.7,8.3
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-08-01,2022,8,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1000,,,450,,676.87,695.78,657.96,672.88,26.69,7.8,850.13,979.04,818.96,979.04,39.76,7.7,373.25,393.09,353.42,375.86,68.36,8.7,407.48,437.07,377.9,430.58,82.06,8,429.51,450,415.86,450,22.99,9,448.39,466.98,429.8,430.06,72.11,8.5,1.57,1.65,1.53,1.65,44.7,8.4
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-09-01,2022,9,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1200,,460,500,,675.13,689.93,660.33,684.15,43.83,7.8,988.78,1127.95,948.85,1127.95,64.44,7.8,376.32,391.47,361.18,376.41,90.47,9,439.28,465.22,413.33,441.89,83.62,8.2,447.33,471.29,433.12,471.29,26.16,9.2,429.88,447.07,412.7,429.87,72.38,8.7,1.69,1.74,1.65,1.74,58.88,8.6
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-10-01,2022,10,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1200,,480,500,,689.9,702.94,676.85,687.71,45.21,7.9,1118.32,1200,1067.91,1200,87.8,7.9,376.42,388.44,364.41,383.13,91.43,9.2,447.16,466.9,427.43,457.27,94.16,8.3,466.91,500,452.19,500,31.25,9.4,433.1,448.05,418.15,419.44,70.44,9,1.77,1.81,1.72,1.8,67.68,8.7
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-11-01,2022,11,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1225,,,,,690.36,701.62,663.5,663.5,40.58,7.9,1181.76,1235.67,1127.85,1200,60,7.8,384.31,394.95,373.67,392.82,105.67,9.2,464.09,480.71,412.98,412.98,106.49,8.2,494.76,509.88,464.05,464.05,16.01,9.3,418.34,432.13,388.82,388.82,70.86,8.8,1.82,1.86,1.74,1.74,57.2,8.6
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2022-12-01,2022,12,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,400,,,656.77,672.42,641.13,642.14,26.25,7.9,1190.76,1242.44,1139.09,1199.23,59.9,7.8,394.31,404.55,383.84,383.84,59.5,9.2,405.75,432.68,378.81,400,68.24,8.2,446.58,460.3,432.86,442.64,7.99,9.3,382.63,397.4,365.08,365.08,50.29,8.8,1.71,1.75,1.66,1.69,43.65,8.6
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-01-01,2023,1,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1225,,400,425,,637.09,650.96,623.23,635.89,12.86,8,1207.76,1257.18,1158.34,1225,62.65,7.9,382.07,392.02,370.32,370.32,50.76,9.4,398.79,418.16,379.43,400,45.07,8.3,439.45,452.75,425,425,7.46,9.5,360.48,373.45,347.5,367.79,30.42,9,1.7,1.74,1.66,1.69,36.12,8.8
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-02-01,2023,2,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1200,,400,423.33,,635.86,647.17,620.51,620.51,12.02,8,1235.14,1283.56,1186.73,1200,60,8,368.38,378.23,358.53,359.31,41.14,9.6,400.9,415.61,386.19,400,35.59,8.4,422.47,435.31,409.63,423.33,10.55,9.5,369.13,380.82,338.77,338.77,12.51,9.2,1.69,1.72,1.65,1.65,31.7,8.9
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-03-01,2023,3,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,400,450,,616.86,628.82,604.9,625.36,8.88,8,1187.1,1232.95,1013.03,1013.03,35.07,8,357.8,367.08,348.53,351.56,33.3,9.4,401.25,413.01,389.5,400,20.21,8.5,426.41,441.32,413.41,441.32,15.22,9.6,330.69,344.43,316.94,329.98,-0.33,9.4,1.64,1.67,1.56,1.56,19.97,8.9
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-04-01,2023,4,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,400,500,,629.13,640.16,618.1,639.07,5.35,8,988.56,1031.52,814.35,814.35,8.85,8,350.51,359.07,341.96,347.63,33.88,9.3,401.41,411.42,391.41,400,0,8.4,446.33,460.07,432.72,460.07,22.69,9.6,328.37,354.16,317.37,354.16,2.41,9.3,1.53,1.57,1.49,1.49,10.24,8.9
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-05-01,2023,5,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1300,,425,,,645.46,656.46,634.47,645.62,5.99,8.1,816.57,853.02,780.11,818.62,6.15,8.1,347.15,355.02,339.27,347.74,19.49,9.5,401.55,425,392.52,425,8.22,8.5,461.38,479.62,447.11,479.62,22.2,9.8,360.61,375.11,346.11,352.8,-5.49,9.4,1.48,1.51,1.45,1.51,8.47,8.9
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-06-01,2023,6,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1000,,450,500,,649.18,659.03,639.33,650.69,-0.2,8.1,846.88,881.93,811.83,831.02,10.18,8.2,347.85,355.32,338.42,338.42,-8.1,9.6,433.28,450,417.46,450,3.7,8.6,479.49,500,464.59,500,21.72,9.9,350.77,363.02,338.52,348.76,-14.57,9.5,1.53,1.56,1.5,1.54,3.02,9
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-07-01,2023,7,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,1000,,,500,,653.97,663.25,644.69,650.54,-2.91,8.2,832.6,866.77,798.43,841.16,1.18,8.2,336.84,344.9,328.78,342.75,-8.31,9.8,458.76,474.99,410.64,410.64,0.23,8.7,497.74,513.24,482.24,500,16.29,9.9,347.98,358.84,337.13,355.83,-18.77,9.7,1.55,1.58,1.52,1.53,-1.65,9.1
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-08-01,2023,8,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,651.98,661.04,633.05,633.05,-5.92,8.1,827.05,860.18,793.91,828.93,-15.33,8.2,343.79,351.78,335.81,347.71,-7.49,9.6,404.55,430.38,367.94,367.94,-14.55,8.6,492.74,508.48,474.32,474.32,5.4,9.9,357.8,367.96,340.5,340.5,-20.82,9.5,1.52,1.55,1.48,1.48,-10.36,9
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-09-01,2023,9,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,628.6,640.78,595.98,595.98,-12.89,8.1,823.21,953.46,791.96,953.46,-15.47,8.1,348.38,356.15,311.66,311.66,-17.2,9.5,360.52,425.63,336.36,425.63,-3.68,8.5,466.62,499.75,451.65,499.75,6.04,9.8,335.99,346.34,316.34,316.34,-26.41,9.4,1.47,1.53,1.44,1.53,-12.14,8.9
MLI,Mali,Tombouctou,Tombouctou,Aglal,16.76,-3,gid_167600000-30000000,2023-10-01,2023,10,XOF,"beans (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,38.04,39.54,0.88,0,,,,,,,585.54,609.54,568.11,609.54,-11.37,8,985.96,1027.82,902.51,902.51,-24.79,8,306.01,330.48,290.61,330.48,-13.74,9.3,442.77,487.12,398.42,404.68,-11.5,8.4,506.07,521.37,490.78,492.95,-1.41,9.6,310.63,321.05,291.49,291.49,-30.5,9.2,1.56,1.6,1.5,1.5,-16.89,8.8
