ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,millet,rice,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2017-09-01,2017,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,222.84,229.36,216.32,223.08,3.25,6.8,285.75,303.87,275.98,303.87,40.16,6.4,283.5,291.08,279.05,291.08,12.38,7.6,270.25,277.72,262.79,269.32,31.28,6.7,1.12,1.14,1.09,1.14,21.22,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2017-10-01,2017,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,224.88,231.27,218.49,227.11,2.54,6.8,307.01,317.46,292.02,292.02,26.83,6.4,292,296.66,286.04,286.04,11.23,7.6,271.78,279.38,264.17,275.08,21.92,6.7,1.15,1.17,1.12,1.13,15.6,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2017-11-01,2017,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,226.83,233.35,208.96,208.96,-5.04,6.8,287.05,297.09,273.12,273.12,16.75,6.4,285.39,289.9,280.87,287.57,11.99,7.6,276.77,284.59,247.5,247.5,6.97,6.7,1.13,1.15,1.06,1.06,7.96,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2017-12-01,2017,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,205.76,213.7,197.81,205.43,-8.8,6.8,269.01,278.41,254.04,254.04,8.17,6.4,287.75,292.03,283.46,290.07,7.38,7.6,246.57,253.27,239.88,245.12,4.1,6.7,1.05,1.07,1.02,1.04,3,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-01-01,2018,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,205.68,212.52,199.2,212.52,-7.2,6.8,250.16,258.91,230.57,230.57,-5.99,6.4,290.46,294.54,284.49,284.49,1.48,7.6,244.37,251.06,237.68,242.53,1.08,6.7,1.03,1.05,1.01,1.01,-2.45,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-02-01,2018,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,215.87,222.51,209.22,212.85,-6.97,6.8,226.2,234.16,218.24,219.95,-11.3,6.4,283.72,289.31,279.71,289.31,3.27,7.6,244.22,250.9,237.55,243.24,0.22,6.7,1.01,1.03,0.99,1.01,-3.43,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-03-01,2018,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,210.92,217.24,200.34,200.34,-11.65,6.8,218.75,226.34,211.17,214.38,-11.41,6.4,289.96,294.01,285.91,288.81,1.86,7.6,243.97,253.38,237.21,253.38,3.31,6.7,1.01,1.03,0.99,1,-4.07,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-04-01,2018,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,197.82,205.25,191.23,205.25,-9.64,6.8,213.7,221.08,206.32,209.94,-11.4,6.4,288.79,292.59,284.99,291.4,0.29,7.6,256.11,263.16,249.07,253.7,2.99,6.7,1,1.02,0.98,1,-4.06,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-05-01,2018,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,208.42,215.01,201.84,208.89,-5.7,6.8,209.45,216.66,202.24,212.65,-13.57,6.4,291.79,295.44,288.15,291.81,-0.32,7.6,255.44,262.56,243.97,243.97,-0.99,6.7,1,1.03,0.98,1,-4.91,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-06-01,2018,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,209.96,221.3,203.78,221.3,-4.12,6.8,213.83,221.12,206.54,219.26,-11.98,6.4,291.9,295.32,288.48,289.52,-1.25,7.6,243.99,266.39,237.15,266.39,8.38,6.7,1,1.04,0.98,1.04,-2.2,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-07-01,2018,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,219.53,226.97,212.09,226.59,-0.45,6.8,220.89,228.4,213.38,221.08,-17.96,6.4,289.19,292.42,285.96,286.52,-1.39,7.6,269.81,287.06,262.62,287.06,14.45,6.7,1.05,1.08,1.03,1.07,-1.66,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-08-01,2018,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,229.28,236.48,222.09,230.25,2.52,6.8,221.3,228.86,213.75,224.77,-20.95,6.4,286.06,289.12,283,288.43,1.41,7.6,292.71,300.36,285.07,292.45,9.62,6.7,1.08,1.1,1.05,1.08,-2.29,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-09-01,2018,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,230.02,236.81,223.23,228.36,2.37,6.8,225.75,250.26,218.08,250.26,-17.64,6.4,288.67,291.61,285.73,289.69,-0.48,7.6,294.84,302.7,286.99,297.73,10.55,6.7,1.09,1.11,1.07,1.11,-1.96,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-10-01,2018,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,225.6,232.19,219,229.1,0.88,6.8,256.67,265.27,243.27,243.27,-16.7,6.4,289.89,292.67,287.11,290.9,1.7,7.6,299.92,307.99,291.27,291.27,5.89,6.7,1.12,1.15,1.1,1.1,-2.38,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-11-01,2018,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,230.7,237.34,215.18,215.18,2.97,6.8,239.68,248.06,231.31,236.78,-13.3,6.4,291.1,296.07,288.48,296.07,2.96,7.6,292.29,300.23,274.71,274.71,10.99,6.7,1.1,1.12,1.07,1.07,0.55,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2018-12-01,2018,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,214.07,221.79,206.35,220.91,7.54,6.8,235.93,244.06,227.79,227.91,-10.29,6.4,296.87,299.65,294.09,297.62,2.6,7.6,273.95,281.35,255.24,255.24,4.13,6.7,1.06,1.08,1.04,1.05,0.71,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-01-01,2019,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,219.07,226.23,211.9,218.63,2.87,6.8,226,233.82,218.18,227.82,-1.19,6.4,297.92,300.55,295.3,297.96,4.73,7.6,253.96,260.72,247.2,250.41,3.25,6.7,1.04,1.06,1.02,1.04,2.55,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-02-01,2019,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,221.49,227.98,215,218.57,2.69,6.8,228.32,236.12,220.52,229.48,4.33,6.4,298.05,300.51,295.59,298.11,3.04,7.6,250.42,257.11,243.73,249.8,2.7,6.7,1.04,1.06,1.02,1.04,3.17,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-03-01,2019,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,217.15,223.52,210.78,222.4,11.01,6.8,229.78,237.62,221.93,233.97,9.14,6.4,298.15,300.46,295.84,299.07,3.55,7.6,251.08,258.31,244.35,258.31,1.95,6.7,1.04,1.06,1.02,1.06,5.94,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-04-01,2019,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,221.29,228.9,214.68,228.9,11.52,6.8,234.96,242.94,226.98,237.12,12.95,6.4,299.22,301.4,297.04,299.83,2.89,7.6,260.43,267.43,253.43,265.68,4.72,6.7,1.07,1.09,1.04,1.08,7.42,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-05-01,2019,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,232.17,239.22,225.11,234.12,12.08,6.8,237.52,245.6,229.45,238.17,12.01,6.4,299.95,302.01,297.9,300.1,2.84,7.6,268.4,280.54,261.15,280.54,14.99,6.7,1.08,1.11,1.06,1.1,9.99,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-06-01,2019,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,233.2,240.06,226.34,236.67,6.94,6.8,238.18,246.27,230.08,243.2,10.92,6.4,300.15,302.08,298.23,299.98,3.62,7.6,283.74,291.38,276.1,287.31,7.85,6.7,1.11,1.13,1.08,1.12,7.1,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-07-01,2019,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,234.63,241.52,227.74,233.33,2.97,6.8,244.24,253.19,235.99,253.19,14.52,6.4,299.97,301.78,298.17,300.01,4.71,7.6,290.36,298.25,275.95,275.95,-3.87,6.7,1.12,1.14,1.1,1.11,4.03,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-08-01,2019,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,234.85,241.55,228.15,231.57,0.57,6.8,255.08,267.46,246.49,267.46,18.99,6.4,300.01,301.7,298.32,301.64,4.58,7.6,276.11,283.65,268.57,269.38,-7.89,6.7,1.11,1.13,1.09,1.12,3.3,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-09-01,2019,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,230.52,237.21,223.83,229.62,0.55,6.8,270.01,282.22,260.94,282.22,12.77,6.4,301.88,307.75,300.24,307.75,6.24,7.6,269.42,276.83,262.02,264.18,-11.27,6.7,1.12,1.14,1.1,1.13,1.66,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-10-01,2019,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,228.01,234.59,221.44,228.46,-0.28,6.8,284.42,293.99,274.54,274.54,12.85,6.4,308.7,310.82,306.58,308.64,6.1,7.6,264.89,272.21,257.58,262.65,-9.83,6.7,1.14,1.16,1.11,1.12,1.87,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-11-01,2019,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,229.77,236.28,220.67,220.67,2.55,6.8,271.3,280.6,262,279.86,18.19,6.4,308.86,310.85,301.99,301.99,2,7.6,263.52,270.85,256.18,257.79,-6.16,6.7,1.12,1.14,1.1,1.11,3.67,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2019-12-01,2019,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,219.46,226.34,212.57,216.52,-1.99,6.8,281.17,290.64,271.7,283.99,24.6,6.4,301.05,303.49,298.62,301.91,1.44,7.6,258.62,265.86,251.37,261.37,2.4,6.7,1.1,1.13,1.08,1.11,6.2,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-01-01,2020,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,214.79,221.2,208.38,219.62,0.45,6.8,283.78,293.37,274.19,291.24,27.84,6.4,301.82,310.18,299.53,310.18,4.1,7.6,262.74,270.14,255.33,260.37,3.98,6.7,1.11,1.14,1.09,1.13,8.7,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-02-01,2020,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,222.06,228.57,215.54,216.39,-0.99,6.8,292.13,301.95,282.31,293.04,27.7,6.4,311.42,329.91,308.4,329.91,10.67,7.6,261.94,269.39,254.5,260.8,4.4,6.7,1.14,1.16,1.11,1.15,10.46,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-03-01,2020,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,215.95,222.44,209.46,219.78,-1.18,6.8,292.25,302.11,274.14,274.14,17.17,6.4,333.13,338.71,326.26,326.26,9.09,7.6,261.88,269.39,254.36,259.51,0.47,6.7,1.16,1.18,1.13,1.13,6.5,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-04-01,2020,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,218.03,232.88,211.56,232.88,1.74,6.8,269.33,280.47,260.09,280.47,18.28,6.4,326.03,331.45,319.77,319.77,6.65,7.6,260.84,268.38,253.29,255.02,-4.01,6.7,1.12,1.15,1.1,1.14,5.49,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-05-01,2020,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,236.98,245.35,228.6,232.03,-0.89,6.8,282.69,307.75,273.24,307.75,29.21,6.4,318.85,324.03,313.66,318.98,6.29,7.6,255.66,265.21,248.2,265.21,-5.46,6.7,1.14,1.18,1.12,1.18,6.75,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-06-01,2020,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,231.45,238.78,224.12,229.14,-3.18,6.8,313.43,323.85,296.46,296.46,21.9,6.4,318.78,323.63,313.94,319.2,6.41,7.6,267.47,275.23,259.7,275.17,-4.23,6.7,1.19,1.21,1.16,1.17,4.95,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-07-01,2020,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,224.97,231.74,218.19,229.41,-1.68,6.8,291.41,302.97,281.37,302.97,19.66,6.4,319.21,325.85,314.67,325.85,8.61,7.6,278.39,286.48,270.3,273.5,-0.89,6.7,1.17,1.19,1.15,1.18,6.52,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-08-01,2020,8,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,232.63,239.39,225.87,233.44,0.8,6.8,304.93,327.13,294.67,327.13,22.31,6.4,326.85,331.48,319.2,319.2,5.82,7.6,274.9,283,266.8,267.2,-0.81,6.7,1.19,1.21,1.16,1.2,7.19,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-09-01,2020,9,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,234.41,249.38,227.69,249.38,8.61,6.8,331.63,342.73,320.52,333.92,18.32,6.4,318.33,323.8,313.72,323.8,5.21,7.6,267.67,275.62,259.72,272,2.96,6.7,1.2,1.23,1.18,1.23,8.8,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-10-01,2020,10,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,247.29,256.06,229.34,229.34,0.38,6.8,332.89,390.33,321.58,390.33,42.18,6.4,324.42,329,310.51,310.51,0.61,7.6,273.6,281.75,265.45,271.44,3.35,6.7,1.24,1.27,1.22,1.26,11.85,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-11-01,2020,11,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,229.08,237.85,220.31,226.8,2.78,6.8,402.85,416.32,345.24,345.24,23.36,6.4,308.68,314.79,303.47,314.79,4.24,7.6,273.17,281.36,264.97,267,3.57,6.7,1.26,1.29,1.21,1.21,8.82,7.3
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2020-12-01,2020,12,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,300,300,,225.2,232.41,217.99,230.05,6.24,6.9,330.7,342.81,300,300,5.64,6.6,315.27,320.43,300,300,-0.63,7.7,267.6,275.71,251.65,251.65,-3.72,6.9,1.19,1.22,1.13,1.13,1.68,7.5
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2021-01-01,2021,1,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,231.38,238.34,224.42,232.13,5.7,6.9,292.69,303.25,282.12,298,2.32,6.6,297.94,310.18,292.17,310.18,0,7.7,251.25,259.46,243.67,259.46,-0.35,6.9,1.11,1.15,1.09,1.15,1.7,7.5
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2021-02-01,2021,2,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,232.74,239.48,226,231.26,6.87,6.9,298.83,309.31,288.35,292.53,-0.17,6.6,311.55,317.9,305.19,307.24,-6.87,7.7,260.77,268.61,252.93,257.86,-1.13,6.9,1.15,1.18,1.13,1.14,-1.02,7.5
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2021-03-01,2021,3,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,229.27,242.38,222.63,242.38,10.28,6.9,290.61,300.89,280.34,287.54,4.89,6.6,306.91,312.9,300.92,305.12,-6.48,7.7,259.9,267.75,252.05,263.79,1.65,6.9,1.14,1.16,1.11,1.15,1.77,7.5
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2021-04-01,2021,4,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,244.33,252.52,236.14,238.29,2.33,6.9,286.55,296.63,276.47,287.64,2.56,6.6,304.79,310.46,299.2,310.46,-2.91,7.7,265.14,273.23,257.05,264.32,3.65,6.9,1.15,1.17,1.13,1.15,1.16,7.5
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2021-05-01,2021,5,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,238.76,246.19,231.34,236.34,1.86,6.9,287.69,297.76,277.63,286.25,-6.99,6.6,311.23,316.74,303.75,303.75,-4.77,7.7,266.37,274.54,258.21,269.92,1.78,6.9,1.15,1.18,1.13,1.15,-2.47,7.5
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2021-06-01,2021,6,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,232.67,239.63,225.71,235.64,2.84,6.9,285.71,295.7,275.71,287.66,-2.97,6.6,302.85,308.19,297.51,302.84,-5.13,7.7,271.53,279.93,263.13,272.15,-1.1,6.9,1.14,1.17,1.12,1.15,-1.93,7.5
SEN,Senegal,Saint Louis,Dagana,Ross Béthio,16.28,-16.14,gid_162800000-161400000,2021-07-01,2021,7,XOF,"maize (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan 2007,Apr 2025,53.62,43.82,0.84,0,,,,,237.38,244.23,230.54,240.48,4.82,6.9,287.96,297.98,277.94,286.85,-5.32,6.6,302.63,307.62,297.65,306.73,-5.87,7.7,274.27,282.8,265.74,274.18,0.25,6.9,1.15,1.17,1.13,1.16,-2.08,7.5
